COID,CE_ID,Supplier,Address,City,ZIP,Country/Region,Head office,ZIP (head office),Standard,Certificate/Assessment lock date,Lock reason,Certificate/Assessment issue date,Product scopes,Lock history,Next audit to be performed
4779,efec69f0,SOCIETE FROMAGERE DE CHARCHIGNE *,Route de LASSAY,CHARCHIGNE,53250,France,LACTALIS Fromages SNC,53093,IFS Food,23.02.2026,"Durant the audit, a major non-conformity was raised on item 5.10.3 : 
 During the traceability test, the finished product result for fat/dry matter in a 200g MDD grated Emmental cheese was 44.76% (two counter-analyses gave results of 44.97% and 44.77%), which does not comply with the customer's specifications and regulations (minimum 45%). One other result below 45% was also found in January among 124 samples analysed (note that the average G/S is 45.63% for private label grated cheese in January, with a standard deviation of 0.47).
 No formal response to these non-compliant results: no decision on the fate of the products (no blocking) and no analysis of the causes of the non-compliance.",13.02.2025,4,Locked: 23.02.2026,
5636,bdf8a4a6,LESIEUR VITROLLES,ZA DE L'ANJOLY - 22 RUE DE BERLIN,VITROLLES,13745,France,LESIEUR SASU,75008,IFS Food,09.02.2026,"During the IFS Food audit, a KO was assigned to requirement 4.1.3: 
 The labeled nominal volume for the private label customer fondue oil is 1000 ml. The recipe for this product consists of a mix of oil and a bouquet of aromatic herbs weighing 4 g. The nominal volume indicated on the METTLER weighing tool specifies a compliant nominal volume for packaging line based on 985 ml of oil, by adding the 4 grams of herbs present in the bottle, converted to ml using the density coefficient specified by LESIEUR of 0.921. The nominal volume thus calculated is non-compliant because it is less than the legally required labeled nominal volume and the customer's specifications.
 
 A similar non-compliance issue exists regarding the pizza oil. The labeled volume is 500 ml, while the nominal volume specified in the Mettler tool is 480 ml + 8.1 g of spices and herbs, which is less than the legally required labeled volume.",28.03.2025,9,Locked: 09.02.2026,
9218,46a92dfb,"Gelagri Ibérica, S.L.","Carretera Valtierra-San Adrián Km 10,300",Milagro - NAVARRA,31320,Espagne,Gelagri Industrial S.L.U,31320,IFS Food,13.02.2026,"In the IFS Food announced recertification audit performed on 09.02.2026 to 12.02.2026, 1 MAYOR Scoring non-conformity was identified on requirement 1.1.1:
 
 It was detected failure in food quality culture. During the second day for the audit tour in sweet potatoes selection area was verified that the product was selected by Sortex equipment and manual selection by two operators. The auditor visually verified that the product had dark spots. When the auditor asked about quality control in the laboratory, the operators showed him that the checks on the same batch at 6:45 and 8:45 a.m. documented major defects 0. The company's documented protocol procedure EPI40 of 3.11.2025 rev 10 defines B quality as sweet potatoes with stains larger than 2"" and less than 5% and a sample of 300 grams is weighed. When asked to take a sample and perform quality control on the sweet potato data, the operator takes a large tray with a sample of the product for storage and packaging and takes 300 grams of defect-free product from this tray to perform quality control. Therefore, the operator does not take a representative sample of 300 grams to analyze the quality category of the product in accordance with internal specifications EPi40 of 3.11.2025 rev10.
 
 And 1 KO Scoring non-conformity was identified on requirement 5.11.3:
 
 The NON -CONFORMITY is raised according to several corrective actions not documented nor implemented in 3 requirements (non-conformities from previous audits, inspections, and customer complaints).
 
 1.- There was recurrence of NCs identified last year related to requirements:
 
 4.9.2.2. The following wall related issues were identified: 
 -There was rusting around the exit window of the freezing tunnel MATAL 2. 
 -The skirting board and door frame by the exit door of the finished product freezer was seen damaged. 
 
 4.9.4.1 There was a significant amount of rust seen on the roof of the blanching hall; only one part of it has been recently renovated.
 Also, there is some infrastructure deviations (ceilings, walls) in other process areas included in corrective actions from inspections.
 
 2.- Monthly inspections:
 
 In the monthly inspections dated 15.09.2025, 4.11.2025 and 27.01.2026 there is documented “regular” status in general infrastructure (walls, ceilings, floors, etc.) but is not indicated the process area and the corrective actions is not implemented. During the audit several defects of infrastructure were detected also without corrective actions implemented:
 Walls in bad status in:
 - Holes with external communication in cleaning vegetable area.
 - Paint peeled in wall of cleaning area of Broccoli line.
 - Peeled panelable in line 62 in conveyor belt before “multicabezal”.
 - Hole with external communication near spinach line before blanching.
 - Wall in bad status in exit to “elevador canal” in spinach line.
 - Peeled panelled walls in selection vegetable area and spinach cutting area.
 Ceiling:
 - The ceiling was almost entirely chipped in the sorting area and spinach cutting area on the second day of the audit, and open products were being processed (spinach and sweet potato).
 
 These infrastructure inspections do not document the risk according to food safety (pest entrance, possible physical hazards). and the urgency to fix it.
 
 3.- Customer complaints:
 
 In 2025, there were 235 complaints received in total (of which for spinach total are 188). The main causes are:
 - Foreign bodies: 80 in total (18 insects, 17 plastic, 8 metal, 5 glass, 9 wood, 14 vegetal material, 9 other foreign bodies).
 - Organoleptic (aspect and texture): 95.
 However, the site declares that is decreasing the foreign bodies customer complaints versus last year but is not documented the follow-up of the corrective actions and root cause (i.e. 5 whys) from this kind of customer complaints (i.e. plastic, wood). The site documented that is pending the study for December 2025.
 In organoleptic customer complaints is not documented the root cause and corrective actions.
 The organoleptic issues in broccoli in 2025 has been for climate during the campaign and is resolving in this campaign.
 ”",10.03.2025,5,Locked: 13.02.2026,
10031,ad0c1f57,Andriani S.P.A.,Via N. Copernico - zona PIP,Gravina in Puglia (BA),70024,Italie,,,IFS Food,19.02.2026,"On 5-February -2026 an IFS Integrity On-site check was carried out where KO Nonconformity was issued against the following IFS-Food v8 requirement: 
 3.2.2 (D)KO : Personal hygiene requirements must be understood and applied by all relevant staff, contractors and visitors.
 RINA decided to investigate the case and conducted an unannounced extra audit on site on 12/02/2026. 
 The CB has decided to temporally suspend the IFS certificate.",03.06.2025,"5, 6, 10","Locked: 19.02.2026, Unlocked: 20.02.2026",
10052,24248f59,Partner in Pet Food NL BV,Afrikastraat 24,Ittervoort,6014 CG,Pays-Bas,Partner in Pet Food (80852) Kft.,2040,IFS Food,07.02.2026,"As of today (07.02.2026) Certima BV withdraws the certificate number IFS-01360 of client Partner in Pet Food NL B.V. (COID: 10052). 
 Reason:
 During unannounced audit conducted 05/06.02.2026 auditor raised 2 Majors:
 Major on 4.9.4.1: 
 1) During the factory assessment condensation on the ceiling observed at raw materials storage area. All pallets with products were covered during the assessment. Topic was addressed by the company and a renovation plan by maintenance department is in place for floor repair, new automatic sliding doors, timeline week 21.2026. 
 However, no preventive measurement taken for the in between time to mitigate the risk on raw material contamination by condensation drops (products require and will still be sterilized after canning) (such as for example use of condensation swipers based on risk).
 2) At the transition point of (input area on magnetic transport belt) open cans towards reverser/air blowing system and filling-unit drops of condensation observed on piping where cold air runs through located directly above these open cans.
 There are no protective measurements installed to prevent and risk-based mitigations for drops falling into the open cans. After this entrance point the cans still need to pass the reverser and air blowing system before the cans are filled with product. Products also require to be sterilized.
 In general this canning process is continuous, which limits the chance drops will fall into the open cans at this specific point. However, during the observation the filling line was tested on the new installed machine causing a line-stop and time increased of storage open cans located below this piping.
 
 Major on 4.12.2: At the transition point of (input area on magnetic transport belt) open cans towards reverser/air blowing system and filling-unit damaged items and other objects located directly above these open cans observed, which could pose a risk on physical contamination. Such as damaged white plastic protection plates, spiderweb cobs, slight pilling of dust on piping system, isolation materials/ damaged access point for piping on wall and slight forming of corrosion.
 There are no protective measurements installed to prevent and risk-based mitigations for physical contamination into the open cans. After this entrance point the cans still need to pass the reverser and air blowing system before the cans are filled with product. Products also require to be sterilized. In general this canning process is continuous, which limits the chance physical contaminants will fall into the open cans at this specific point. 
 However, during the observation the filling line was tested on the new installed machine causing a line-stop and time increased of storage open cans located below this piping.",03.05.2025,11,Locked: 07.02.2026,
10580,0fe39936,CHAVEGRAND S.E.,BP 5 - Lascoux,MAISON FEYNE,23 800,France,CHAVEGRAND S.E.,23 800,IFS Food,13.02.2026,"Following an epidemiological investigation, the health authorities (DDPP, DGAL/MUS) have established that the company is involved in cases of listeriosis in France and Europe (cluster 714).
 This resulted in recalls on June 13, 2025, and August 9, 2025, linked to the detection of Listeria monocytogenes in a pasteurized soft cheese.
 In accordance with the IFS Food standard, we suspend the certification with effect from August 22, 2025. Following an audit carried out on the premises on August 27, 2025, a decision was taken to lift the suspension on the basis of the action plan that was being implemented. 
 
 A number of events then took place, including:
 - a fire in part of premises (Goat workshop), following which, in accordance with the IFS standard, we had to inform the certification scheme prescriber and reduce your certification scope on October 14, 2025;
 - a formal notice issued to the company by the Creuse DDETSPP (Departmental Directorate for Employment, Labor, Social Protection, and Professional Training) to carry out actions following its visit on September 4 and 5, 2025, which were to be completed before November 13, 2025, and week 49;
 - unsatisfactory results of the analysis of samples relating to Listeria monocytogenes and Listeria spp in your company's production environment (no contamination identified in finished products) according to the documents sent in December 2025;
 - the information sent to the company by the Creuse DDETSPP on 21/01/2026 stating that the Listeria monocytogenes genosero group detected in the production environment corresponds to that of cluster 714 (IVb / serovar 4b or 4d or 4 e);
 - new unsatisfactory results from the analysis of samples relating to Listeria monocytogenes in the production environment (ripening room 19 and molding machine), leading to two notifications to the authorities according to the documents sent on January 27, 2026;
 - A search of the premises on January 27, 2026, as part of the ongoing judicial investigation;
 - a request by the Creuse DDETSPP (Departmental Directorate for Employment, Labor, Social Protection, and Population) to the company, dated February 2, 2026, for additional information as soon as possible, following the notification from its services on January 28, 2026, to which a response was made on February 5, 2026;
 - the notification by the DDETSPP of Creuse to the company, dated February 5, 2026, of a proposed suspension of health approval indicating, among other things, insufficient action in the updated health control plan, which was also assessed as incomplete, and informing of a new human case of listeriosis detected in November 2025 (cluster 714) and the failure to lift the formal notices, the proposed suspension of approval relating to milk processing, which corresponds to the scope of your certification according to the IFS standard;
 - similarity of the strains isolated in the environment to the strains in cluster 714, according to the information provided on February 6, 2026.
 In view of the above events, which show in particular the recurrent detection of Listeria monocytogenes in the direct and indirect production environment, we hereby suspend certification according to the IFS Food standard.
 This suspension takes effect on 02/13/2026",25.07.2025,4,Locked: 13.02.2026,
13288,f7a135c0,Alysse Food SA,"Zone Industrielle C, Rue Charles Richet",Seneffe,7180,Belgique,,,IFS Food,03.02.2026,"4.1.3-D(KO)
 The finished product verified during the audit (traceability test) is: Sesame bagels 4x85g PL for customer A. Specifications signed on 15/11/2023. Internal recipe code: 6BG023.
 The recipe in the specifications and the list of ingredients in the packaging indicate a quantity of sesame seeds of 3%.
 A KO rating is assigned because there was not sufficient evidence to ensure that the 3% rate was systematically respected for this product:
 - there is no instruction on line indicating the setting to use (% roll opening) according to the expected % of sesame seeds, whereas the site manufactures references for bagels at 2% sesame seeds and others at 3%.
 - there is no recording of the applied parameter setting (% roll opening) for each production.
 - the recordings of sesame % weighings observed for this reference over the months of November 2025, December 2025, and January 2026 show irregular results: for example values between 1.9 and 3.4% for production on 03/12/2025, between 1.9 and 2.6% for production on 14/12/2025, between 2.8 and 3.6% for the manufacturing of 12/01/2026.
 The current system therefore does not allow for ensuring compliance with the contractually agreed % of sesame with the client.
 
 5.4.1-Major 
 The checkweighers are checked 1/year externally. Given the certificate for the bagels line sorter, from 11/07/2025. Also seen the certificate for the new checkweigher installed in 12/2025 on the line of individual muffins, dated 19/12/2025.
 * Major NC:
 1/ The B8 scale used during the visit to the mini muffin line for the final controls was not followed in legal metrology. The sticker present on the scale indicated a validity date until 09/2025. There was not presented an official 2025 metrological inspection report to prove its compliance for the current controls.
 2/ Similarly for the B7 scale used on the line of ambient muffins x 4, a certificate was not presented showing that this balance is legally approved.
 
 5.11.3-D(ko)
 Non-conformities are recorded in an Excel file which includes a corrections part and a corrective actions part. Columns are provided to indicate the description of actions, managers, deadlines, and provide information on monitoring and verification of effectiveness.
 A KO grade is assigned because:
 - on one hand, the file was not filled out for the follow-up of the CAs planned following the IFS 2025 audit, and no proof of implementation of these ACs was presented for 6 deviations out of 14 (requirements 2.1.1.3, 2.3.9.2, 4.1.3, 4.10.2, 4.14.5 and 5.3.1).
 - on the other hand, action plans have not yet been established following the recurrence of claims observed in 2025 for pieces of blister packs in frozen muffins and for mold on ambient bagels. These are issues that have been known to the company for several months, which means that corrective actions were not decided as soon as possible to avoid the recurrence of non-conformities.",26.02.2025,6,Locked: 03.02.2026,
21379,65ec5189,Wendland Spice & Food GmbH,Gewürzstraße 8,Abtswind,97355,Allemagne,,,IFS Food,16.02.2026,"After the auditor identified a nonconformity in section 4.18.1, the company terminated the audit on the second day of the audit (February 12, 2026).
 
 NON-CONFORMITY (4.18.1)
 During the production of the item ‘Truffle Style Burger Sauce’, an internal malfunction occurred, caused by an employee error. This meant that the raw material ‘truffle granules’ could not be traced back to the batch in question. At the Wiesentheid site, raw materials are weighed according to the recipe and thus prepared for final production at the Abtswind site. An employee was observed during the weighing process. It was found that the employee scanned one raw material carton but used the raw material for weighing from another carton. The auditor checked the labelling of the two cartons. It was found that the two raw material cartons had different batches and different best-before dates. The electronic system requires that FEFO be used, and the use of an incorrect batch is indicated by an error message. Both raw material containers were still within their best-before date. It was not possible to understand why two containers with different best-before dates were present during the filling process when weighing, especially since the quantity of one carton would have been sufficient for the current production. The employee scanned the container with the shorter best-before date, so no system error message was generated. However, the weight taken was taken from the container with the longer expiration date. According to the statement, there is no downstream check to ensure that the correct raw materials have been used, so the error would not have been noticed. According to the statement, the employee himself has been with the company for two months. The induction takes place “on the job” and no documented training on the topic was provided.",15.05.2025,"7, 10",Locked: 16.02.2026,
26913,d3e74573,MONTERO ALIMENTACION SL,"Severo Ochoa, 62",CAMPANILLAS,29590,Espagne,POSTRES Y DULCES REINA S.L.,30400,IFS Food,05.02.2026,"IFS KO non-conformity requirement 4.18.1
 Lots of the cartons (primary packaging which contain consumer information) are not recorded, for example: date 02-02-2026, number 10 production line, custard with biscuit, lot L-LM1303261004 (Reina brand). 
 Number 10 production line, custard with biscuit, 02-02-2026, lot L-LM1303261004: the registered lot of skimmed milk powder 1% is L-8796, but the real lot of that raw material printed in their container is L-8798.
 Number 10 production line, custard with biscuit, 02-02-2026, lot L-LM1303261004: the lot of 40% cream (L-270126-04R) is not recorded. According to the operator (Mr. FM), when two lots are used of the same raw material, only one lot is recorded (the one with the largest quantity used). 
 
 IFS Major non-conformity requirement 4.13.1
 Infestation and evidence of pest activity during on site audit: yes. In the ingredient weighing area, there was significant ants’ activity on the floor, wall, and wall/floor junction next to the sugar unloading hopper. Ants were also present on the shelving next to the sugar unloading hopper, where the flavouring carafes are stored.",12.05.2025,"4, 6, 2007",Locked: 05.02.2026,
27113,"4,34E+46","Conservas Angel Ria, S.A. A06399P","C/ Herrerias, 56","Cadreita, Navarra",31515,Espagne,,,IFS Food,06.02.2026,"A KO and a Major non-conformity were raised during the IFS Food audit on February 3-5, 2026.
 Description of the Major NC:
 Clause 4.12.2:
 “There were some areas that could cause a physical risk of contamination such as:
 - Continuous dripping of water from the ceilings over the line. along all the process.
 - Up to 3 engines seen over the belts, were dirty, without protection and not well maintained.
 - a walkway placed in the raw material processing area without protection on their sides, with staff passing through it continuously.""
 Description of the KO:
 Clause 4.12.1:
 “The morning of 3/02/2026 during the audit tour, one glass breakage in the vegetables line occurred. The procedure for handling breakages of glass/brittle materials was not followed accordingly and as a result a contamination with small glasses remained on the line was seen. The site removed nearest glass jars (without follow a rule as it was not stablished how many jars it must removed), but no in-depth inspection was done, as when the line started back to work several glasses were seen remained there in the line. Staff were not following the rule of review work clothes, or shoes as they were not apart from the line in any moment. Dedicated use of tools was not seen, as staff removes the glasses using a hose with water.”",04.07.2025,5,Locked: 06.02.2026,
27441,aebe7c6a,Lavina Kft.,Tolnai ut 2,Paks,7030,Hongrie,,,IFS Food,16.02.2026,"During an Authority Inspection performed on site unannounced the 09/02/2026 were detected irregularities on food safety management that led to a suspension of certificate.
 
 The irregularities detected were related at:
 1. Products seized and withdrawn from the market
 2. Hygien deficiencies
 3. Documentation and traceability issues
 4. Incorrect handling of defective products
 5. Improper disposal and use of waste products
 6. Legal actions and obligations – case no. J/035/001/2026",05.09.2025,6,Locked: 16.02.2026,
27487,c640f9bd,VIOLANTA SA,"6th Km of Trikala, Karditsa Road",Trikala,42100,Grèce,,,IFS Food,06.02.2026,"Due to the extraordinary event of a major fire that occurred on Jan 26, 2026, which resulted in fatalities and an ongoing cease of production with uncertain time of return to production, a temporary suspension of the certification of the IFS certificates has to be implemented.",19.05.2025,6,Locked: 06.02.2026,
27488,3b087ea6,Precocinados Naturales Riojanos S.A.,Poligono Industrial El Pilar C/ Aldeanueva de Ebro,Alfaro (La Rioja),26540,Espagne,,,IFS Food,16.02.2026,"During the recertification audit, the following non-compliance was detected in requirement 4.16.1.: 
 
 During the audit, it was found that the maintenance plan was not being properly implemented:
 -Temporary repairs were observed during the plant visit, with transparent tape and transparent tape bags used to cover electrical equipment. 
 -The ceilings in the potato storage and frying room had not been repaired after cleaning (they had small chips).
 - During the plant visit, it was observed that the final drain in the potato washing area (at the elbow) is not capable of collecting all the water, waste and foam generated by the washing process, causing the area to become flooded. 
 -The egg tank motor in the mixing room was observed to have traces of maintenance work carried out, posing a risk to the product. The following day, the motor was painted, and pieces of paint were observed to be easily detachable due to the amount applied.
 -Poor condition of the insulation in the potato base packaging room, in the vertical section of the multivack packaging.
 -Evaporator in the upper packaging room with dripping.
 -Walls of the forming machine with chips and traces of rust.",14.03.2025,"5, 7",Locked: 16.02.2026,
27607,a2521d73,ST. NICOLAUS a.s.,1. mája 113,Liptovský Mikuláš,SK-031 28,Slovaquie,,,IFS Food,09.02.2026,"At the beginning of the second audit day, the company decided to not continue the audit due to the findings identified during the first day, lack of pest control (Major non-conformity), improper storage of raw materials and packaging materials, and failure to follow personal hygiene requirements.
 • Major non-conformity 4.13.1:
 Several findings have been identified during audit related to pest control:
 - Risk based control measures have not been provided during audit
 - Frequency of internal monitoring shall be weekly but last record of internal monitoring was 13.1.2026 (no reason why frequency has not been followed)
 - Glue flies traps have not been included in site map dd 27.2.2025, located in PM warehouse where also herbs are stored. Two of them have been full of flies (not fitted window has been observed close to traps; without intervention)
 - SDS for chemical agent Selontra has not been provided during audit, SDS for Muskil paste dd 27.3.2019 has not been valid
 - Damaged external baits, e.g. 33 and furthermore No. 35 and 12 not place according to site map
 - Excrements of birds observed in PM warehouse (site map MTZ 3NP dd 27.2.2025) located on the pallets with cartons (no intervention)
 - Nest seen under the shelter located at entry to aromas areas
 
 Remark: During the initial site tour, junipers were found stored in nylon bags outside under a shelter, some of them damaged with product spilled, despite the supplier’s specification requiring “cool and dry” conditions. Personal hygiene issues were also observed, such as uncovered hair and beards, wearing earrings, operators in work clothes in outdoor areas, and the absence of questionnaires for auditors before entering production. These issues were identified without an in-depth review of documentation because the company decided to stop the audit after the Major non-conformity.",27.02.2025,"8, 10",Locked: 09.02.2026,
28071,693c68a5,Aryzta Food Solutions GmbH,An der Autobahn 1,Heppenheim,64646,Allemagne,Aryzta Food Solutions GmbH,79100,IFS Logistics,18.02.2026,"Major Nonconformity 4.10.3:
 At the time of the audit, live mice were sighted twice in the dry storage area, and mouse droppings were found in several locations (between pallets, at the base of shelves, and in the storage area for the TKT containers).
 The external pest control service provider currently has four SMART Boxes installed in the dry storage area. Supplementary monitoring is carried out using Nontox mouse traps. During inspections in December and January, feeding damage was found to exceed the threshold (mostly 75%) at almost all stations, and several mice were caught/killed in each of the SMART Boxes (approximately 5-10 per box per month). In February, a special inspection took place within 2.5 weeks of the routine inspection, which again confirmed the infestation.
 Based on the findings of the audit, both the measures implemented to date and the monitoring of the effectiveness of the pest control measures are deemed insufficient. This constitutes a significant non-compliance with the requirements of the IFS standard, which may have an impact on product safety.",02.05.2025,"1.10, 1.1, 1.2, 1.3, 1.4, 1.5, 1.6, 1.7, 3.3, 4.2",Locked: 18.02.2026,
33349,402367c5,Palmieri S.R.L.,"Via degli Oleandri, 46",Mondragone (CE),81034,Italie,,,IFS Food,09.02.2026,"During the IFS Integrity on-site check, conducted on February 3, 2026, by an auditor appointed by IFS, the following were found:
 - 1 KO requirement 3: 3.2.2 (During the IOC, cigarette butts were found inside the facility on the mezzanine area used for packaging materials and refrigeration equipment. The issue was linked to external maintenance, without proper visitor registration or documented post-maintenance cleaning.
 - 1 KO requirement 4.18.1 (During the IOC, the traceability system was found ineffective, as a traceability test on Cherry tomatoes (batch 26028) was incorrectly linked to incoming documents for Piccadilly tomatoes. This resulted in a negative traceability outcome due to incorrect and inconsistent supplier and raw material data)
 - 1 major requirement 4.8.2 (There is no documented evidence demonstrating that self-produced ice does not pose a chemical contamination risk. The HACCP system lacks full documentation, equipment linkage, food contact declarations, and chemical analyses to support ice safety.)",17.11.2025,5,Locked: 09.02.2026,
33931,51d1dfc2,CONGELADOS BEGUDÀ SL,C/ Mestre Falla nº 39,OLOT (Girona),17800,Espagne,,,IFS Progress Food,12.02.2026,"Audit date: 10/02/2026_Major Non Conformity in the requirement 5.3.1:
 The scales used to check the weight of the finished product on the different processing lines are checked:
 
 - The scales used to check the weight of the finished product on the different processing lines are checked: Vertical packaging line scale, serial number: CPE-50/30666, calibrated on 12/15/2025, report number 3066 2-5. 
 
 - Shrink wrapping line scale: serial no. V-201/702780 calibrated on 10/25/2025, report no. 16672/25· 
 
 - Vacuum packaging line scale: serial no. 0000441210 calibrated on 10/25/2025, report no. 16669/25
 
 Their calibration is adequate, but it is evident that they have not been metrologically verified by an accredited entity, as these are the devices responsible for controlling the weight declared on the packaging label, according to the corresponding Spanish regulations: Royal Decree 244/2016 implementing the Metrology Law and Order ICT/155/2020 regulating the metrological control of certain measuring instruments by the State.",17.03.2025,2,Locked: 12.02.2026,
35908,46c89eb6,ESTUCHADOS LARHAZ S.L.,"Parque Empresarial de Antequera. Polígono Sub 5, C/ Aragón Nave 6 y 7",ANTEQUERA (Málaga),29200,Espagne,,,IFS Food,05.02.2026,"During the audit performed on 3rd February 2026 to 4th February 2026 , it was detected a Major non-conformity under the requirement 4.3.2.
 
 Major non-conformity 4.3.2.
 During the plant visit on February 3, 2026, it was verified that the paper bag used for the ""Cafento-bar Oña"" brand, batch 60340304, does not meet the weight declared on the packaging.
 The packaging label (paper bag) indicates a weight of 8g. However, a review of the batch's statistical weight control shows an average weight of 7559.9g for the bag and sugar, and an average weight of 7600g for the box, bag, and sugar.
 Therefore, the paper bag does not meet the stated weight requirement.",19.05.2025,10,Locked: 05.02.2026,
36228,831cf538,Olense Vleeswaren Industrie (OVI) nv,Hoogbuul 1,Olen,2250,Belgique,,,IFS Food,09.02.2026,"1.2.1 - KO: During the audit rounds of production units A and B, it was established that the company has insufficient knowledge and awareness of food safety culture.
 Numerous sources of plastic cross-contamination were found. During the monthly inspection of the glass and plexiglass rounds, very little of this was found, with the exception of the damaged plexiglass covers. The employees involved did not submit any report forms for this either.",28.03.2025,"1, 2, 7, 11",Locked: 09.02.2026,
37540,c7af8145,La Rosina SRL,Via Scafati 223,SAN ANTONIO ABATE,80057,Italie,,,IFS Food,24.02.2026,Failure to pay for audit activities carried out by Certiquality srl.,01.10.2025,5,Locked: 24.02.2026,
37872,e22ce7b1,"EMBUTIDOS JUNTAMAR, S.L.","La Reguera, Calle A 15",Noreña – Asturias,33180,Espagne,,,IFS Food,03.02.2026,"In the IFS Food UNANNOUNCED recertification audit performed on 28.01.2026 – 30.01.2026, 1 Major Scoring non-conformity was identified on requirement 4.3.2:
 
 With respect to the product ‘compango’, it cannot be considered safe without cooking, given that salted bacon is used in the packaging, which indicates in its technical data sheet that it requires cooking before consumption, but the labelling lacks explicit instructions for use (‘cook thoroughly before consumption’).
  
 The technical data sheet for the Compango product, JTM_E_06.10, 04.03.2025 Rev.08, incorrectly states that it can be consumed raw.
 In the case of vacuum-packed black pudding and chorizo, there is also no indication that they require cooking before consumption, even though they are products to be consumed cooked.",27.05.2025,1,Locked: 03.02.2026,
39817,5e90cd12,Adriaticon d.o.o.,Prisike II 15,Gizdavac - Donji Muc,21247,Croatie,,,IFS Food,19.02.2026,"During the last audit by Certification Body 1 Knock Out raised in paragraph 5.11.3: Several repeated deviations were identified during the audit, demonstrating that the corrective actions defined and implemented after previous audits were not effective in preventing recurrence.
 -In the olive processing area, visible dirt deposits, which had started to flake, were observed in the upper left corner of the wall, at the same location as identified during the previous audit, related to requirement 4.9.4.1.
 -A repetition of a deviation under requirement 3.4.2 was identified, as biscuits were found in a personal locker. A comparable non-conformity had already been raised during the previous audit year under the same requirement, although at a different location.
 -Under requirement 4.7.1, deficiencies in the cleanliness of external areas were again observed. Whereas the previous audit identified overgrown grass, the current audit identified unnecessary waste present around the factory premises.
 Based on the above, this requirement is assessed as not fulfilled, as corrective actions were not consistently formulated, documented, and implemented in a manner that effectively prevents the recurrence of deviations, and their long-term effectiveness was not sufficiently ensured.",29.07.2025,"2, 5, 7, 9",Locked: 19.02.2026,
42081,1891fa04,Wilh. Wittler Fleischwarenfabrik GmbH,St. Annener-Straße 96,Melle,49326,Allemagne,,,IFS Progress Food,09.02.2026,"Major 5.5.1:
 The company classifies ready-to-eat products into food categories 1.2 and 1.3 in accordance with Regulation (EC) 2073/2005. According to the company's classification, eight products fall into food category 1.2. Of these, one product comes from the cooked sausage product group (coarse liver sausage in natural casing) and five products come from the cooked cured meat product group (cooked ham, traditional ham, flat smoked pork loin, farmer's roast, hot-smoked belly).
 The auditor reviewed two microbiological product analyses carried out on products from category 1.2 (coarse liver sausage in natural casing & cooked ham).
 The analyses carried out do not comply with the legal requirements of Regulation (EC) 2073/2005 with regard to the bacterium Listeria monocytogenes, as only a single sample n=1 was examined instead of the required five individual samples n=5. The results of both tests showed no deviations. For another product from food category 1.2 and the product group cooked cured meats (farmhouse roast), no microbiological tests for Listeria monocytogenes could be presented to the auditor.
 Compliance with the legal requirements for testing the microbiological limits of Regulation (EC) 2073/2005 is therefore not fulfilled.Major 5.5.1:
 The company classifies ready-to-eat products into food categories 1.2 and 1.3 in accordance with Regulation (EC) 2073/2005. According to the company's classification, eight products fall into food category 1.2. Of these, one product comes from the cooked sausage product group (coarse liver sausage in natural casing) and five products come from the cooked cured meat product group (cooked ham, traditional ham, flat smoked pork loin, farmer's roast, hot-smoked belly).
 The auditor reviewed two microbiological product analyses carried out on products from category 1.2 (coarse liver sausage in natural casing & cooked ham).
 The analyses carried out do not comply with the legal requirements of Regulation (EC) 2073/2005 with regard to the bacterium Listeria monocytogenes, as only a single sample n=1 was examined instead of the required five individual samples n=5. The results of both tests showed no deviations. For another product from food category 1.2 and the product group cooked cured meats (farmhouse roast), no microbiological tests for Listeria monocytogenes could be presented to the auditor.
 Compliance with the legal requirements for testing the microbiological limits of Regulation (EC) 2073/2005 is therefore not fulfilled.
 
 Major 5.10.4:
 Repeatedly, Corrective Actions were not demonstrably implemented and entered as completed in the Action Plan.
 An assessment of the effectiveness of the initiated corrections and Corrective Actions was not performed and consequently not documented.
 The repeated occurrence of this deviation indicates that the procedure for systematically assessing the effectiveness of initiated corrections and Corrective Actions is not effectively implemented.",21.03.2025,1,Locked: 09.02.2026,
43442,d41ecbd7,Conservas de Autor S.A,Ctra. de Amedo Km 1,Autol (La Rioja),26560,Espagne,,,IFS Food,09.02.2026,"A Major non-conformity was raised during the IFS Food audit on February 4-6, 2026.
 Description of the Major NC:
 Clause 4.13.1:
 “A large flock of sparrows were seen roosting in pallets stored outside the factory and four sparrows were seen inside the factory by the pulse hydration area on 04/02/2026. There is open product in this area and faeces seen on sealed pallets of can lids.""",08.04.2025,5,Locked: 09.02.2026,
